advertisment_site,image,marka,gads,tilpums,tips,nobraukums,cena 
/msg/lv/transport/cars/mercedes/ml320/blglii.html,https://i.ss.lv/gallery/7/1311/327747/65549392.th2.jpg,MercedesML320,2010,3.0,D,366000,8500
/msg/lv/transport/cars/audi/a4/bjxefn.html,https://i.ss.lv/gallery/7/1317/329149/65829607.th2.jpg,AudiA4,1995,1.6,,223000,800
/msg/lv/transport/cars/opel/astra/bdlhcf.html,https://i.ss.lv/gallery/7/1241/310208/62041590.th2.jpg,OpelAstra,2004,2.0,D,336000,650
/msg/lv/transport/cars/volkswagen/golf-4/jcgcj.html,https://i.ss.lv/gallery/7/1317/329006/65801016.th2.jpg,VolkswagenGolf 4,2002,1.9,D,368000,1200
/msg/lv/transport/cars/bmw/316/bpxxx.html,https://i.ss.lv/gallery/7/1317/329148/65829519.th2.jpg,Bmw316,2004,1.8,,197000,2700
/msg/lv/transport/cars/skoda/enyaq-iv/cbkkib.html,https://i.ss.lv/gallery/7/1317/329147/65829294.th2.jpg,SkodaEnyaq iV,2021,,E,112000,26900
/msg/lv/transport/cars/jeep/patriot/donpl.html,https://i.ss.lv/gallery/7/1314/328429/65685627.th2.jpg,JeepPatriot,2010,2.0,D,281000,3990
/msg/lv/transport/cars/volkswagen/passat-b5/neddp.html,https://i.ss.lv/gallery/7/1310/327251/65450137.th2.jpg,VolkswagenPassat (B5),2003,1.9,D,338000,2895
/msg/lv/transport/cars/volvo/xc90/oxeib.html,https://i.ss.lv/gallery/7/1317/329147/65829382.th2.jpg,VolvoXC 90,2006,2.4,D,270000,6795
/msg/lv/transport/cars/audi/a4/bilxel.html,https://i.ss.lv/gallery/7/1317/329013/65802470.th2.jpg,AudiA4,2004,2.5,D,,1900
/msg/lv/transport/cars/bmw/730/biempn.html,https://i.ss.lv/gallery/7/1317/329148/65829427.th2.jpg,Bmw730,2012,3.0,D,312000,14500
/msg/lv/transport/cars/porsche/panamera/cdoxfb.html,https://i.ss.lv/gallery/7/1245/311067/62213309.th2.jpg,PorschePanamera,2015,3.0,,178000,29999
/msg/lv/transport/cars/volkswagen/golf-4/bxfiix.html,https://i.ss.lv/gallery/7/1317/329146/65829113.th2.jpg,VolkswagenGolf 4,2000,1.9,D,484000,1100
/msg/lv/transport/cars/audi/a4/befdlk.html,https://i.ss.lv/gallery/7/1283/320657/64131239.th2.jpg,AudiA4,2000,1.8,,272000,550
/msg/lv/transport/cars/volkswagen/passat-b8/cbnlgj.html,https://i.ss.lv/gallery/7/1317/329147/65829283.th2.jpg,VolkswagenPassat (B8),2018,2.0,D,249000,11200
/msg/lv/transport/cars/volkswagen/t5/bldghi.html,https://i.ss.lv/gallery/7/1317/329147/65829332.th2.jpg,VolkswagenT5,2008,2.5,D,460000,3100
/msg/lv/transport/cars/audi/a4/biexmj.html,https://i.ss.lv/gallery/7/1317/329147/65829352.th2.jpg,AudiA4,1998,1.9,D,430000,2500
/msg/lv/transport/cars/volvo/s40/ahbxb.html,https://i.ss.lv/gallery/7/1295/323584/64716681.th2.jpg,VolvoS40,2005,1.6,D,226000,2500
/msg/lv/transport/cars/bmw/320/dcxfb.html,https://i.ss.lv/gallery/7/1271/317564/63512638.th2.jpg,Bmw320,2003,2.0,D,328000,2400
/msg/lv/transport/cars/subaru/impreza/bhxpo.html,https://i.ss.lv/gallery/7/1290/322428/64485547.th2.jpg,SubaruImpreza,1997,2.0,,69000,4400
/msg/lv/transport/cars/toyota/rav-4/cdnglp.html,https://i.ss.lv/gallery/7/1317/329147/65829265.th2.jpg,ToyotaRAV 4,2007,2.2,D,320000,3050
/msg/lv/transport/cars/audi/q5/cdbdlo.html,https://i.ss.lv/gallery/7/1315/328667/65733332.th2.jpg,AudiQ5,2014,2.0,D,107000,17999
/msg/lv/transport/cars/volkswagen/passat-b6/bkxeke.html,https://i.ss.lv/gallery/7/1317/329147/65829257.th2.jpg,VolkswagenPassat (B6),2007,2.0,,320000,1290
/msg/lv/transport/cars/ford/focus/bcxoxi.html,https://i.ss.lv/gallery/7/1310/327489/65497639.th2.jpg,FordFocus,2005,1.4,,232000,1380
/msg/lv/transport/cars/ford/b-max/bpxeof.html,https://i.ss.lv/gallery/7/1317/329147/65829213.th2.jpg,FordB-Max,2017,1.6,,105000,8700
/msg/lv/transport/cars/peugeot/2008/cdcekd.html,https://i.ss.lv/gallery/7/1317/329147/65829234.th2.jpg,Peugeot2008,2015,1.4,D,85000,8500
/msg/lv/transport/cars/audi/a4/emxhk.html,https://i.ss.lv/gallery/7/1275/318745/63748837.th2.jpg,AudiA4,2004,1.8,,342000,1650
/msg/lv/transport/cars/bmw/x3/cdnghc.html,https://i.ss.lv/gallery/7/1281/320162/64032365.th2.jpg,BmwX3,2011,3.0,D,,10496
/msg/lv/transport/cars/citroen/jumper/bkjjln.html,https://i.ss.lv/gallery/7/1257/314093/62818546.th2.jpg,CitroenJumper,2009,2.2,D,332000,3100
/msg/lv/transport/cars/chevrolet/kalos/knnbl.html,https://i.ss.lv/gallery/7/1317/329146/65829118.th2.jpg,ChevroletKalos,2005,1.4,,160000,1550
/msg/lv/transport/cars/mercedes/c220/modkj.html,https://i.ss.lv/gallery/7/1311/327514/65502751.th2.jpg,MercedesC220,2008,2.2,D,233000,3450
/msg/lv/transport/cars/renault/megane/begxjn.html,https://i.ss.lv/gallery/7/1310/327454/65490670.th2.jpg,RenaultMegane,2007,1.9,D,265000,1600
/msg/lv/transport/cars/skoda/superb/cbpkoc.html,https://i.ss.lv/gallery/6/1137/284152/56830237.th2.jpg,SkodaSuperb,2019,2.0,,139000,25400
/msg/lv/transport/cars/volkswagen/caddy/cdmhnm.html,https://i.ss.lv/gallery/7/1317/329146/65829062.th2.jpg,VolkswagenCaddy,2012,1.2,,240000,6000
/msg/lv/transport/cars/opel/movano/bdmikd.html,https://i.ss.lv/gallery/6/1191/297685/59536899.th2.jpg,OpelMovano,2008,2.5,D,342000,4490
/msg/lv/transport/cars/hyundai/i30/cdcmgc.html,https://i.ss.lv/gallery/7/1312/327778/65555527.th2.jpg,Hyundaii30,2007,1.6,D,230000,600
/msg/lv/transport/cars/volkswagen/t6/ccbiko.html,https://i.ss.lv/gallery/7/1210/302364/60472636.th2.jpg,VolkswagenT6,2017,2.0,D,143000,14990
/msg/lv/transport/cars/volkswagen/transporter/fopbl.html,https://i.ss.lv/gallery/7/1210/302364/60472636.th2.jpg,VolkswagenTransporter,2017,2.0,D,143000,14990
/msg/lv/transport/cars/volkswagen/golf-7/ccgepd.html,https://i.ss.lv/gallery/7/1295/323697/64739363.th2.jpg,VolkswagenGolf 7,2017,1.6,D,235000,11500
/msg/lv/transport/cars/peugeot/308/cxxffg.html,https://i.ss.lv/gallery/7/1317/329145/65828963.th2.jpg,Peugeot308,2015,2.0,D,,6700
/msg/lv/transport/cars/audi/a6/bjxpmd.html,https://i.ss.lv/gallery/7/1310/327434/65486691.th2.jpg,AudiA6,2017,3.0,D,262000,16990
/msg/lv/transport/cars/audi/a6/cfkoej.html,https://i.ss.lv/gallery/7/1310/327421/65484053.th2.jpg,AudiA6,2009,3.0,D,343000,7990
/msg/lv/transport/cars/citroen/c4picasso/cckifm.html,https://i.ss.lv/gallery/7/1222/305469/61093734.th2.jpg,CitroenC4 Picasso,2007,2.0,,317000,1950
/msg/lv/transport/cars/subaru/forester/cckmnn.html,https://i.ss.lv/gallery/7/1317/329145/65828983.th2.jpg,SubaruForester,2003,2.0,,306000,1899
/msg/lv/transport/cars/audi/a6/bjoobj.html,https://i.ss.lv/gallery/7/1307/326530/65305901.th2.jpg,AudiA6,2014,3.0,D,,11200
/msg/lv/transport/cars/volvo/c30/cdbmmc.html,https://i.ss.lv/gallery/7/1260/314938/62987454.th2.jpg,VolvoC30,2012,1.6,D,354000,4900
/msg/lv/transport/cars/volvo/v70/bijjbe.html,https://i.ss.lv/gallery/7/1309/327061/65412149.th2.jpg,VolvoV70,2014,2.0,D,284000,9050
/msg/lv/transport/cars/citroen/c-zero/bmbnik.html,https://i.ss.lv/gallery/7/1302/325426/65085069.th2.jpg,CitroenC-Zero,2016,,E,,4000
/msg/lv/transport/cars/electric-cars/cclidn.html,https://i.ss.lv/gallery/7/1317/329145/65828849.th2.jpg,BMW,2015,,E,95000,9150
/msg/lv/transport/cars/kia/sportage/cblgog.html,https://i.ss.lv/gallery/7/1310/327404/65480756.th2.jpg,KiaSportage,2009,2.0,D,286000,3950
/msg/lv/transport/cars/opel/astra/bjkbfc.html,https://i.ss.lv/gallery/7/1257/314065/62812912.th2.jpg,OpelAstra,2018,1.6,D,258000,7250
/msg/lv/transport/cars/opel/zafira/bcxpib.html,https://i.ss.lv/gallery/7/1315/328669/65733686.th2.jpg,OpelZafira,2012,2.0,D,310000,5750
/msg/lv/transport/cars/honda/civic/egceh.html,https://i.ss.lv/gallery/7/1317/329144/65828800.th2.jpg,HondaCivic,2007,1.8,,184000,3600
/msg/lv/transport/cars/audi/a6/bjfgcx.html,https://i.ss.lv/gallery/7/1317/329145/65828830.th2.jpg,AudiA6,2017,3.0,D,170000,16500
/msg/lv/transport/cars/audi/a4/ccgpf.html,https://i.ss.lv/gallery/7/1317/329144/65828707.th2.jpg,AudiA4,2004,2.0,,380000,2000
/msg/lv/transport/cars/opel/astra/bibgon.html,https://i.ss.lv/gallery/7/1254/313388/62677477.th2.jpg,OpelAstra,2016,1.6,D,267000,6300
/msg/lv/transport/cars/citroen/jumpy/cbmloi.html,https://i.ss.lv/gallery/7/1317/329144/65828792.th2.jpg,CitroenJumpy,2016,2.0,D,326000,19500
/msg/lv/transport/cars/nissan/x-trail/cdbbcp.html,https://i.ss.lv/gallery/7/1311/327510/65501802.th2.jpg,NissanX-Trail,2018,2.0,D,144000,17900
/msg/lv/transport/cars/volvo/xc90/cdfoke.html,https://i.ss.lv/gallery/7/1314/328453/65690473.th2.jpg,VolvoXC 90,2007,2.4,D,,6970
/msg/lv/transport/cars/toyota/rav-4/cdngdp.html,https://i.ss.lv/gallery/7/1317/329142/65828232.th2.jpg,ToyotaRAV 4,2007,2.2,D,307000,4000
/msg/lv/transport/cars/peugeot/407/behhif.html,https://i.ss.lv/gallery/7/1317/329144/65828698.th2.jpg,Peugeot407,2008,2.0,D,360000,1800
/msg/lv/transport/cars/volkswagen/passat-b5/nkgkg.html,https://i.ss.lv/gallery/7/1293/323183/64636440.th2.jpg,VolkswagenPassat (B5),1998,1.9,D,560000,850
/msg/lv/transport/cars/audi/q8/cclceo.html,https://i.ss.lv/gallery/7/1317/329144/65828644.th2.jpg,AudiQ8,2019,3.0,D,124000,46500
/msg/lv/transport/cars/hyundai/santa-fe/bomnxi.html,https://i.ss.lv/gallery/7/1317/329143/65828599.th2.jpg,HyundaiSanta FE,2017,2.2,D,146000,16990
/msg/lv/transport/cars/mercedes/ml270/bdmkec.html,https://i.ss.lv/gallery/7/1317/329143/65828453.th2.jpg,MercedesML270,2002,2.7,D,156000,4950
/msg/lv/transport/cars/volkswagen/golf-6/bfxdnk.html,https://i.ss.lv/gallery/7/1317/329143/65828416.th2.jpg,VolkswagenGolf 6,2011,1.6,D,289000,3800
/msg/lv/transport/cars/audi/allroad/cdjmfj.html,https://i.ss.lv/gallery/7/1317/329143/65828468.th2.jpg,AudiAllroad,2006,2.7,D,274000,3990
/msg/lv/transport/cars/audi/s6/emobh.html,https://i.ss.lv/gallery/7/1307/326587/65317280.th2.jpg,AudiS6,1995,4.2,,268000,5500
/msg/lv/transport/cars/citroen/berlingo/bbbbio.html,https://i.ss.lv/gallery/7/1317/329140/65827962.th2.jpg,CitroenBerlingo,2008,1.4,,178000,2250
/msg/lv/transport/cars/citroen/berlingo/behxcm.html,https://i.ss.lv/gallery/7/1317/329142/65828288.th2.jpg,CitroenBerlingo,2013,1.6,,96000,5500
/msg/lv/transport/cars/volvo/s60/bipojd.html,https://i.ss.lv/gallery/7/1317/329142/65828353.th2.jpg,VolvoS60,2004,2.4,D,286000,2600
/msg/lv/transport/cars/ford/mondeo/fckme.html,https://i.ss.lv/gallery/7/1298/324384/64876705.th2.jpg,FordMondeo,2016,2.0,D,202000,10150
/msg/lv/transport/cars/peugeot/307/njnjb.html,https://i.ss.lv/gallery/7/1279/319585/63916890.th2.jpg,Peugeot307,2006,2.0,D,226000,900
/msg/lv/transport/cars/opel/vivaro/cclfki.html,https://i.ss.lv/gallery/7/1291/322585/64516998.th2.jpg,OpelVivaro,2006,1.9,D,325000,3400
/msg/lv/transport/cars/volkswagen/golf-7/bgbiex.html,https://i.ss.lv/gallery/7/1317/329141/65828194.th2.jpg,VolkswagenGolf 7,2018,1.6,D,340000,8100
/msg/lv/transport/cars/volkswagen/golf-plus/bppmbp.html,https://i.ss.lv/gallery/7/1317/329141/65828168.th2.jpg,VolkswagenGolf Plus,2007,2.0,D,,2000
/msg/lv/transport/cars/volkswagen/caddy/cchnli.html,https://i.ss.lv/gallery/7/1317/329141/65828117.th2.jpg,VolkswagenCaddy,2011,1.6,D,412000,3390
/msg/lv/transport/cars/opel/astra/aaeif.html,https://i.ss.lv/gallery/7/1311/327512/65502382.th2.jpg,OpelAstra,2005,1.7,D,320000,500
/msg/lv/transport/cars/volkswagen/multivan/dmmom.html,https://i.ss.lv/gallery/7/1303/325511/65102188.th2.jpg,VolkswagenMultivan,1997,2.5,D,550000,1750
/msg/lv/transport/cars/renault/trafic/cckinx.html,https://i.ss.lv/gallery/7/1317/329140/65827991.th2.jpg,RenaultTrafic,2009,2.0,D,242000,8990
/msg/lv/transport/cars/volvo/xc70/bhpngm.html,https://i.ss.lv/gallery/7/1317/329141/65828056.th2.jpg,VolvoXC 70,2006,2.4,D,252000,4900
/msg/lv/transport/cars/mercedes/vito/dcijc.html,https://i.ss.lv/gallery/7/1317/329141/65828022.th2.jpg,MercedesVito,2016,1.6,D,271000,16499
/msg/lv/transport/cars/bmw/525/edfce.html,https://i.ss.lv/gallery/7/1309/327061/65412190.th2.jpg,Bmw525,2011,2.0,D,315000,10800
/msg/lv/transport/cars/dodge/ram/ehfmp.html,https://i.ss.lv/gallery/7/1317/329141/65828079.th2.jpg,DodgeRAM,2021,3.0,D,110000,60000
/msg/lv/transport/cars/citroen/c4/pifhh.html,https://i.ss.lv/gallery/7/1317/329141/65828074.th2.jpg,CitroenC4,2011,1.6,,163000,3500
/msg/lv/transport/cars/volkswagen/golf-7/cbpjdd.html,https://i.ss.lv/gallery/7/1295/323735/64746811.th2.jpg,VolkswagenGolf 7,2019,1.6,D,129000,12000
/msg/lv/transport/cars/volvo/xc70/apxkn.html,https://i.ss.lv/gallery/7/1317/329140/65827940.th2.jpg,VolvoXC 70,2013,2.4,D,323000,13200
/msg/lv/transport/cars/volvo/xc90/bjejdb.html,https://i.ss.lv/gallery/7/1257/314132/62826261.th2.jpg,VolvoXC 90,2005,2.4,D,252000,4900
/msg/lv/transport/cars/volvo/s60/bhjkkg.html,https://i.ss.lv/gallery/7/1316/328876/65775020.th2.jpg,VolvoS60,2002,2.4,D,356000,1050
/msg/lv/transport/cars/volvo/xc60/cxgpgp.html,https://i.ss.lv/gallery/7/1317/329067/65813222.th2.jpg,VolvoXC 60,2019,2.0,D,181000,33900
/msg/lv/transport/cars/audi/a4/bihjjf.html,https://i.ss.lv/gallery/7/1242/310258/62051494.th2.jpg,AudiA4,2002,2.5,D,212000,2650
/msg/lv/transport/cars/ford/ranger/bgkibp.html,https://i.ss.lv/gallery/7/1272/317765/63552924.th2.jpg,FordRanger,2014,3.2,D,236000,12700
/msg/lv/transport/cars/renault/kangoo/ficgf.html,https://i.ss.lv/gallery/7/1299/324743/64948472.th2.jpg,RenaultKangoo,2013,1.5,D,206000,4270
/msg/lv/transport/cars/land-rover/range-rover-velar/cxokgf.html,https://i.ss.lv/gallery/7/1300/324954/64990744.th2.jpg,Land RoverRange Rover Velar,2017,2.0,D,107000,28800
/msg/lv/transport/cars/bmw/530/bjmfli.html,https://i.ss.lv/gallery/7/1317/329141/65828015.th2.jpg,Bmw530,2018,3.0,D,,18900
/msg/lv/transport/cars/bmw/320/biemhe.html,https://i.ss.lv/gallery/7/1294/323355/64670837.th2.jpg,Bmw320,2014,2.0,D,205000,10800
/msg/lv/transport/cars/suzuki/jimny/blchlo.html,https://i.ss.lv/gallery/7/1307/326603/65320560.th2.jpg,SuzukiJimny,2000,1.3,,212000,7500
/msg/lv/transport/cars/mercedes/c180/aocho.html,https://i.ss.lv/gallery/7/1317/329140/65827902.th2.jpg,MercedesC180,2012,2.1,D,378000,7999
/msg/lv/transport/cars/bmw/x3/ccjexc.html,https://i.ss.lv/gallery/7/1302/325253/65050412.th2.jpg,BmwX3,2017,2.0,,104000,16300
/msg/lv/transport/cars/bmw/525/bkjhl.html,https://i.ss.lv/gallery/7/1317/329139/65827731.th2.jpg,Bmw525,2010,3.0,D,332000,9000
/msg/lv/transport/cars/bmw/320/biobkx.html,https://i.ss.lv/gallery/7/1291/322703/64540568.th2.jpg,Bmw320,2007,2.0,D,265000,3300
/msg/lv/transport/cars/renault/trafic/cddlbf.html,https://i.ss.lv/gallery/7/1312/327996/65599142.th2.jpg,RenaultTrafic,2008,2.5,D,300000,3700
/msg/lv/transport/cars/volkswagen/touareg/blklo.html,https://i.ss.lv/gallery/7/1293/323056/64611037.th2.jpg,VolkswagenTouareg,2005,2.5,D,300000,4270
/msg/lv/transport/cars/opel/vivaro/cdghfg.html,https://i.ss.lv/gallery/7/1317/329140/65827813.th2.jpg,OpelVivaro,2009,2.5,D,343000,4400
/msg/lv/transport/cars/toyota/avensis/lhkbj.html,https://i.ss.lv/gallery/7/1317/329140/65827822.th2.jpg,ToyotaAvensis,2012,2.2,D,236000,6550
/msg/lv/transport/cars/audi/a4/bdcppn.html,https://i.ss.lv/gallery/7/1317/329141/65828177.th2.jpg,AudiA4,2008,2.0,D,280000,6250
/msg/lv/transport/cars/volkswagen/golf-4/ofexo.html,https://i.ss.lv/gallery/7/1312/327841/65568187.th2.jpg,VolkswagenGolf 4,1999,1.4,,,1050
/msg/lv/transport/cars/bmw/x5/bjdfpk.html,https://i.ss.lv/gallery/7/1317/329139/65827749.th2.jpg,BmwX5,2003,3.0,D,311000,5500
/msg/lv/transport/cars/volvo/s80/bnphx.html,https://i.ss.lv/gallery/7/1290/322438/64487527.th2.jpg,VolvoS80,2006,2.4,D,368000,3250
/msg/lv/transport/cars/audi/a1/bdmllb.html,https://i.ss.lv/gallery/7/1296/323958/64791541.th2.jpg,AudiA1,2012,1.2,,267000,5600
/msg/lv/transport/cars/opel/signum/bekcgl.html,https://i.ss.lv/gallery/7/1315/328610/65721915.th2.jpg,OpelSignum,2007,1.9,D,250000,3750
/msg/lv/transport/cars/subaru/outback/nfmfd.html,https://i.ss.lv/gallery/7/1215/303598/60719460.th2.jpg,SubaruOUTBACK,2007,2.5,,295000,2600
/msg/lv/transport/cars/hyundai/santa-fe/bimefl.html,https://i.ss.lv/gallery/7/1315/328626/65725039.th2.jpg,HyundaiSanta FE,2007,2.2,D,206000,4100
/msg/lv/transport/cars/bmw/330/cdncgx.html,https://i.ss.lv/gallery/7/1317/329139/65827613.th2.jpg,Bmw330,2008,3.0,,158000,10900
/msg/lv/transport/cars/toyota/auris/cdnfeg.html,https://i.ss.lv/gallery/7/1317/329138/65827452.th2.jpg,ToyotaAuris,2007,2.2,D,360000,2200
/msg/lv/transport/cars/vaz/2121/jljgg.html,https://i.ss.lv/gallery/7/1317/329138/65827558.th2.jpg,Vaz2121,1995,1.7,,224000,700
/msg/lv/transport/cars/volvo/s80/fkxxl.html,https://i.ss.lv/gallery/7/1288/321839/64367800.th2.jpg,VolvoS80,2000,2.0,,334000,1600
/msg/lv/transport/cars/volkswagen/polo/beceno.html,https://i.ss.lv/gallery/7/1317/329138/65827473.th2.jpg,VolkswagenPolo,2016,1.4,D,248000,5400
/msg/lv/transport/cars/audi/a6/bkmlbm.html,https://i.ss.lv/gallery/7/1312/327890/65577869.th2.jpg,AudiA6,2001,2.5,D,367000,1650
/msg/lv/transport/cars/mazda/cx-5/bmbdee.html,https://i.ss.lv/gallery/7/1317/329138/65827523.th2.jpg,MazdaCX-5,2017,2.0,,214000,10500
/msg/lv/transport/cars/skoda/superb/gnxki.html,https://i.ss.lv/gallery/7/1317/329138/65827503.th2.jpg,SkodaSuperb,2016,2.0,D,176000,14500
/msg/lv/transport/cars/volkswagen/passat-b7/cdioie.html,https://i.ss.lv/gallery/7/1317/329138/65827494.th2.jpg,VolkswagenPassat (B7),2013,2.0,D,351000,6700
/msg/lv/transport/cars/audi/a7/cdjfoc.html,https://i.ss.lv/gallery/7/1317/329138/65827482.th2.jpg,AudiA7,2011,3.0,D,297000,13400
/msg/lv/transport/cars/mitsubishi/outlander/mixhc.html,https://i.ss.lv/gallery/7/1317/329138/65827470.th2.jpg,MitsubishiOutlander,2012,2.4,,211000,5900
/msg/lv/transport/cars/kia/picanto/cjhxe.html,https://i.ss.lv/gallery/6/1096/273798/54759566.th2.jpg,KiaPicanto,2007,1.1,,141000,750
/msg/lv/transport/cars/bmw/x3/cdjknd.html,https://i.ss.lv/gallery/7/1317/329136/65827025.th2.jpg,BmwX3,2008,2.0,D,,6900
/msg/lv/transport/cars/audi/s6/ajxex.html,https://i.ss.lv/gallery/7/1303/325735/65146944.th2.jpg,AudiS6,2019,3.0,D,175000,42500
/msg/lv/transport/cars/nissan/juke/ccixmd.html,https://i.ss.lv/gallery/7/1303/325692/65138230.th2.jpg,NissanJuke,2013,1.6,,170000,6800
/msg/lv/transport/cars/toyota/verso/cdjjjm.html,https://i.ss.lv/gallery/7/1317/329138/65827406.th2.jpg,ToyotaVerso,2006,2.2,D,260000,1000
/msg/lv/transport/cars/chevrolet/captiva/cbeinm.html,https://i.ss.lv/gallery/7/1317/329138/65827416.th2.jpg,ChevroletCaptiva,2007,2.0,D,246000,3200
/msg/lv/transport/cars/renault/scenic/bejnmm.html,https://i.ss.lv/gallery/7/1317/329137/65827358.th2.jpg,RenaultScenic,2005,1.6,D,309000,1500
/msg/lv/transport/cars/land-rover/discovery/cefplb.html,https://i.ss.lv/gallery/7/1317/329137/65827395.th2.jpg,Land RoverDiscovery,2018,2.0,D,116000,16350
/msg/lv/transport/cars/bmw/320/cdnfib.html,https://i.ss.lv/gallery/7/1317/329137/65827378.th2.jpg,Bmw320,2011,2.0,D,261000,7990
/msg/lv/transport/cars/audi/a3/cdmpcf.html,https://i.ss.lv/gallery/7/1317/329137/65827314.th2.jpg,AudiA3,1997,1.8,,,750
/msg/lv/transport/cars/nissan/juke/bhhggo.html,https://i.ss.lv/gallery/6/1195/298618/59723447.th2.jpg,NissanJuke,2013,1.5,D,126000,7650
/msg/lv/transport/cars/volvo/s60/dgbnh.html,https://i.ss.lv/gallery/7/1312/327852/65570375.th2.jpg,VolvoS60,2004,2.4,D,302000,2750
/msg/lv/transport/cars/opel/mokka/cfmlkj.html,https://i.ss.lv/gallery/7/1317/329137/65827322.th2.jpg,OpelMokka,2013,1.7,D,179000,8500
/msg/lv/transport/cars/bmw/318/lkime.html,https://i.ss.lv/gallery/7/1317/329137/65827263.th2.jpg,Bmw318,2008,2.0,D,351000,4100
/msg/lv/transport/cars/volkswagen/golf-7/cdijmh.html,https://i.ss.lv/gallery/7/1317/329136/65827003.th2.jpg,VolkswagenGolf 7,2020,1.5,,141000,14200
/msg/lv/transport/cars/volkswagen/passat-b8/cejfbj.html,https://i.ss.lv/gallery/7/1254/313338/62667477.th2.jpg,VolkswagenPassat (B8),2015,1.4,,165000,8900
/msg/lv/transport/cars/bmw/x1/bkkfnl.html,https://i.ss.lv/gallery/7/1317/329134/65826755.th2.jpg,BmwX1,2013,2.0,D,,6900
/msg/lv/transport/cars/volkswagen/passat-cc/cejhjk.html,https://i.ss.lv/gallery/7/1254/313371/62674050.th2.jpg,VolkswagenPassat CC,2014,1.4,,132000,9500
/msg/lv/transport/cars/volkswagen/touareg/cdndgc.html,https://i.ss.lv/gallery/7/1317/329136/65827074.th2.jpg,VolkswagenTouareg,2020,3.0,,144000,36000
/msg/lv/transport/cars/audi/a4/bigmbc.html,https://i.ss.lv/gallery/7/1317/329135/65826906.th2.jpg,AudiA4,2005,2.5,D,308000,1200
/msg/lv/transport/cars/dodge/journey/blkdok.html,https://i.ss.lv/gallery/5/852/212786/42557117.th2.jpg,DodgeJourney,2009,2.7,,142000,5850
/msg/lv/transport/cars/audi/e-tron/cchhii.html,https://i.ss.lv/gallery/7/1317/329136/65827115.th2.jpg,AudiE-tron,2022,,E,27000,41900
/msg/lv/transport/cars/volkswagen/passat-b7/cdfbpn.html,https://i.ss.lv/gallery/7/1317/329136/65827065.th2.jpg,VolkswagenPassat (B7),2011,2.0,D,411000,3350
/msg/lv/transport/cars/volkswagen/passat-b6/bdgehd.html,https://i.ss.lv/gallery/7/1317/329135/65826984.th2.jpg,VolkswagenPassat (B6),2007,2.0,D,337000,2200
/msg/lv/transport/cars/volkswagen/caddy/ccknjm.html,https://i.ss.lv/gallery/7/1317/329133/65826492.th2.jpg,VolkswagenCaddy,2017,2.0,D,,9690
/msg/lv/transport/cars/volvo/v90/kgdgo.html,https://i.ss.lv/gallery/7/1271/317550/63509982.th2.jpg,VolvoV90,2016,2.0,D,53000,23900
/msg/lv/transport/cars/toyota/corolla-verso/bjmmle.html,https://i.ss.lv/gallery/7/1317/329136/65827018.th2.jpg,ToyotaCorolla Verso,2002,2.0,D,320000,700
/msg/lv/transport/cars/audi/a4/bbdhf.html,https://i.ss.lv/gallery/7/1302/325332/65066279.th2.jpg,AudiA4,2002,1.9,D,386000,2650
/msg/lv/transport/cars/mazda/mazda3/cbgjc.html,https://i.ss.lv/gallery/7/1305/326049/65209609.th2.jpg,MazdaMazda3,2009,1.6,D,,3400
/msg/lv/transport/cars/audi/q5/cdbdke.html,https://i.ss.lv/gallery/7/1317/329134/65826667.th2.jpg,AudiQ5,2013,2.0,,136000,17900
/msg/lv/transport/cars/volkswagen/t4/glhln.html,https://i.ss.lv/gallery/7/1317/329134/65826707.th2.jpg,VolkswagenT4,2001,2.5,D,,5650
/msg/lv/transport/cars/renault/espace/hxxdk.html,https://i.ss.lv/gallery/7/1317/329133/65826593.th2.jpg,RenaultEspace,2016,1.6,D,226000,11400
/msg/lv/transport/cars/bmw/330/cdjpbf.html,https://i.ss.lv/gallery/7/1317/329135/65826944.th2.jpg,Bmw330,2007,3.0,D,352000,4200
/msg/lv/transport/cars/bmw/530/bdkmee.html,https://i.ss.lv/gallery/7/1317/329135/65826898.th2.jpg,Bmw530,2007,3.0,D,315000,6850
/msg/lv/transport/cars/volkswagen/multivan/befgx.html,https://i.ss.lv/gallery/7/1291/322586/64517144.th2.jpg,VolkswagenMultivan,1998,2.5,D,351000,6100
/msg/lv/transport/cars/opel/zafira/bdddfe.html,https://i.ss.lv/gallery/7/1317/329135/65826848.th2.jpg,OpelZafira,2008,1.9,D,304000,1850
/msg/lv/transport/cars/mitsubishi/outlander/miclf.html,https://i.ss.lv/gallery/7/1309/327191/65438134.th2.jpg,MitsubishiOutlander,2007,2.4,,245000,1800
/msg/lv/transport/cars/vaz/2101/dolni.html,https://i.ss.lv/gallery/7/1298/324490/64897847.th2.jpg,Vaz2101,1977,1.2,,77000,3650
/msg/lv/transport/cars/volkswagen/t4/pccpj.html,https://i.ss.lv/gallery/7/1317/329135/65826810.th2.jpg,VolkswagenT4,1999,1.9,D,316000,2750
/msg/lv/transport/cars/subaru/b9tridelle/cxixi.html,https://i.ss.lv/gallery/7/1299/324559/64911749.th2.jpg,SubaruB9 Tribeca,2007,3.0,,331000,1550
/msg/lv/transport/cars/volvo/v60/cxhcmp.html,https://i.ss.lv/gallery/7/1317/329135/65826828.th2.jpg,VolvoV60,2014,1.6,D,315000,7250
