advertisment_site,image,marka,gads,tilpums,tips,nobraukums,cena 
/msg/lv/transport/cars/kia/sportage/cdkifk.html,https://i.ss.lv/gallery/7/1318/329399/65879720.th2.jpg,KiaSportage,2011,2.0,D,307000,6800
/msg/lv/transport/cars/audi/a6/biilmb.html,https://i.ss.lv/gallery/7/1318/329399/65879666.th2.jpg,AudiA6,2013,3.0,D,262000,12900
/msg/lv/transport/cars/audi/a4/biifgj.html,https://i.ss.lv/gallery/7/1317/329052/65810364.th2.jpg,AudiA4,2007,2.7,D,290000,1500
/msg/lv/transport/cars/nissan/navara/bkphdk.html,https://i.ss.lv/gallery/7/1318/329399/65879651.th2.jpg,NissanNavara,2008,2.5,D,,4500
/msg/lv/transport/cars/nissan/qashqai/cdkmjg.html,https://i.ss.lv/gallery/7/1318/329394/65878720.th2.jpg,NissanQashqai,2018,1.6,D,108000,15990
/msg/lv/transport/cars/hyundai/santa-fe/feenl.html,https://i.ss.lv/gallery/7/1306/326321/65264172.th2.jpg,HyundaiSanta FE,2006,2.2,D,298000,3900
/msg/lv/transport/cars/citroen/c4/cfkkjk.html,https://i.ss.lv/gallery/7/1300/324978/64995488.th2.jpg,CitroenC4,2006,1.6,D,324000,750
/msg/lv/transport/cars/hyundai/i20/cfmngi.html,https://i.ss.lv/gallery/7/1318/329394/65878696.th2.jpg,Hyundaii20,2022,1.2,,48000,12990
/msg/lv/transport/cars/volkswagen/tiguan/cdohpn.html,https://i.ss.lv/gallery/7/1318/329394/65878673.th2.jpg,VolkswagenTiguan,2012,2.0,D,271000,6790
/msg/lv/transport/cars/audi/a6/biogbm.html,https://i.ss.lv/gallery/6/1193/298015/59602973.th2.jpg,AudiA6,2015,3.0,D,239000,14500
/msg/lv/transport/cars/toyota/land-cruiser/dnifd.html,https://i.ss.lv/gallery/7/1318/329398/65879581.th2.jpg,ToyotaLand Cruiser,2006,3.0,D,119000,14600
/msg/lv/transport/cars/bmw/530/cdxnnj.html,https://i.ss.lv/gallery/7/1318/329398/65879520.th2.jpg,Bmw530,2002,3.0,D,470000,1700
/msg/lv/transport/cars/renault/megane/oknjo.html,https://i.ss.lv/gallery/7/1305/326229/65245640.th2.jpg,RenaultMegane,2018,1.5,D,250000,7350
/msg/lv/transport/cars/skoda/kodiaq/cbicdd.html,https://i.ss.lv/gallery/7/1318/329383/65876581.th2.jpg,SkodaKodiaq,2019,2.0,D,95000,24900
/msg/lv/transport/cars/volkswagen/golf-6/cdogne.html,https://i.ss.lv/gallery/7/1318/329397/65879308.th2.jpg,VolkswagenGolf 6,2010,2.0,D,289000,6950
/msg/lv/transport/cars/volkswagen/tiguan/cdimbo.html,https://i.ss.lv/gallery/7/1318/329293/65858521.th2.jpg,VolkswagenTiguan,2009,1.4,,,7200
/msg/lv/transport/cars/audi/tt/elbdm.html,https://i.ss.lv/gallery/7/1280/319924/63984628.th2.jpg,AudiTT,1999,1.8,,269000,2750
/msg/lv/transport/cars/bmw/318/fmmmi.html,https://i.ss.lv/gallery/7/1305/326221/65244013.th2.jpg,Bmw318,2012,2.0,D,,8250
/msg/lv/transport/cars/volkswagen/multivan/fhflj.html,https://i.ss.lv/gallery/7/1308/326916/65383076.th2.jpg,VolkswagenMultivan,2004,2.5,D,,5300
/msg/lv/transport/cars/volvo/xc90/cdcnik.html,https://i.ss.lv/gallery/7/1318/329397/65879251.th2.jpg,VolvoXC 90,2011,2.4,D,,13000
/msg/lv/transport/cars/volvo/v70/bhoxbl.html,https://i.ss.lv/gallery/7/1318/329394/65878753.th2.jpg,VolvoV70,2005,2.4,D,490000,1800
/msg/lv/transport/cars/nissan/qashqai/modec.html,https://i.ss.lv/gallery/7/1305/326115/65222877.th2.jpg,NissanQashqai,2017,1.2,,261000,9950
/msg/lv/transport/cars/honda/civic/bhkbm.html,https://i.ss.lv/gallery/7/1306/326263/65252429.th2.jpg,HondaCivic,2001,1.6,,119000,1350
/msg/lv/transport/cars/toyota/corolla/cdoidh.html,https://i.ss.lv/gallery/7/1318/329396/65879144.th2.jpg,ToyotaCorolla,1998,1.4,,244000,1200
/msg/lv/transport/cars/bmw/730/fjndd.html,https://i.ss.lv/gallery/7/1318/329397/65879273.th2.jpg,Bmw730,2003,3.0,D,507000,2100
/msg/lv/transport/cars/mercedes/ml270/dmikx.html,https://i.ss.lv/gallery/7/1312/327859/65571702.th2.jpg,MercedesML270,2001,2.7,D,368000,2000
/msg/lv/transport/cars/toyota/avensis/bjcxnc.html,https://i.ss.lv/gallery/7/1318/329397/65879238.th2.jpg,ToyotaAvensis,2010,2.0,D,243000,3500
/msg/lv/transport/cars/ford/focusc-max/bdcxdc.html,https://i.ss.lv/gallery/7/1318/329396/65879185.th2.jpg,FordC-Max,2010,1.6,,238000,3950
/msg/lv/transport/cars/peugeot/partner/bbbfnb.html,https://i.ss.lv/gallery/7/1221/305014/61002789.th2.jpg,PeugeotPartner,2016,1.6,D,113000,5400
/msg/lv/transport/cars/audi/a6/bifxkp.html,https://i.ss.lv/gallery/7/1318/329311/65862200.th2.jpg,AudiA6,2001,1.8,,,1990
/msg/lv/transport/cars/opel/insignia/cdmeem.html,https://i.ss.lv/gallery/7/1317/329163/65832494.th2.jpg,OpelInsignia,2017,1.6,D,254000,8000
/msg/lv/transport/cars/bmw/x6/cchdpm.html,https://i.ss.lv/gallery/7/1318/329396/65879105.th2.jpg,BmwX6,2015,3.0,D,,25777
/msg/lv/transport/cars/opel/insignia/cdhjmj.html,https://i.ss.lv/gallery/7/1315/328648/65729485.th2.jpg,OpelInsignia,2011,1.6,,203000,4750
/msg/lv/transport/cars/volkswagen/passat-b8/cbiogo.html,https://i.ss.lv/gallery/7/1274/318369/63673642.th2.jpg,VolkswagenPassat (B8),2015,2.0,D,,11450
/msg/lv/transport/cars/bmw/320/ccpjex.html,https://i.ss.lv/gallery/7/1318/329395/65878995.th2.jpg,Bmw320,2003,2.3,,25000,2100
/msg/lv/transport/cars/renault/espace/kmegd.html,https://i.ss.lv/gallery/7/1313/328052/65610332.th2.jpg,RenaultEspace,2016,1.6,,156000,17000
/msg/lv/transport/cars/audi/a4/biibxc.html,https://i.ss.lv/gallery/7/1318/329396/65879016.th2.jpg,AudiA4,2006,2.0,D,298000,3000
/msg/lv/transport/cars/peugeot/206/bbxmi.html,https://i.ss.lv/gallery/7/1318/329395/65878864.th2.jpg,Peugeot206,2003,1.6,,286000,1000
/msg/lv/transport/cars/skoda/yeti/cdncmc.html,https://i.ss.lv/gallery/7/1318/329396/65879022.th2.jpg,SkodaYeti,2013,1.2,,175000,4500
/msg/lv/transport/cars/volkswagen/amarok/cbimxp.html,https://i.ss.lv/gallery/7/1310/327399/65479670.th2.jpg,VolkswagenAmarok,2013,2.0,D,354000,9900
/msg/lv/transport/cars/fiat/500/kbbmg.html,https://i.ss.lv/gallery/7/1318/329395/65878981.th2.jpg,Fiat500,2013,0.9,,126000,6300
/msg/lv/transport/cars/mazda/mazda6/admcx.html,https://i.ss.lv/gallery/7/1317/329103/65820455.th2.jpg,MazdaMazda6,2006,2.0,,,1400
/msg/lv/transport/cars/bmw/530/bhkkik.html,https://i.ss.lv/gallery/7/1314/328458/65691451.th2.jpg,Bmw530,2008,3.0,D,288000,4400
/msg/lv/transport/cars/bmw/330/bixdfl.html,https://i.ss.lv/gallery/7/1304/325877/65175350.th2.jpg,Bmw330,2014,3.0,D,240000,11650
/msg/lv/transport/cars/ford/focus/ccoop.html,https://i.ss.lv/gallery/7/1310/327475/65494960.th2.jpg,FordFocus,2008,2.0,,308000,750
/msg/lv/transport/cars/subaru/outback/bhpmpc.html,https://i.ss.lv/gallery/7/1288/321810/64361945.th2.jpg,SubaruOUTBACK,2012,2.5,,320000,4400
/msg/lv/transport/cars/audi/q7/cdojix.html,https://i.ss.lv/gallery/7/1318/329395/65878901.th2.jpg,AudiQ7,2007,3.0,D,372000,3600
/msg/lv/transport/cars/renault/master/cfimje.html,https://i.ss.lv/gallery/7/1289/322015/64402842.th2.jpg,RenaultMaster,2022,2.3,D,124000,18999
/msg/lv/transport/cars/subaru/forester/dcgij.html,https://i.ss.lv/gallery/7/1318/329390/65877989.th2.jpg,SubaruForester,2016,2.0,D,170000,12990
/msg/lv/transport/cars/toyota/corolla-verso/cekplc.html,https://i.ss.lv/gallery/7/1255/313677/62735242.th2.jpg,ToyotaCorolla Verso,2004,2.0,D,353000,1765
/msg/lv/transport/cars/tesla/model-3/cfmngj.html,https://i.ss.lv/gallery/7/1318/329393/65878557.th2.jpg,TeslaModel 3,2019,,E,,24500
/msg/lv/transport/cars/citroen/xsarapicasso/jepno.html,https://i.ss.lv/gallery/7/1318/329394/65878790.th2.jpg,CitroenXsara Picasso,2006,1.6,D,222000,1350
/msg/lv/transport/cars/peugeot/boxer/blgkp.html,https://i.ss.lv/gallery/7/1317/329244/65848720.th2.jpg,PeugeotBoxer,2008,2.2,D,281000,2000
/msg/lv/transport/cars/renault/master/bcdgee.html,https://i.ss.lv/gallery/7/1311/327634/65526770.th2.jpg,RenaultMaster,2018,2.3,D,231000,8999
/msg/lv/transport/cars/renault/laguna/iddcg.html,https://i.ss.lv/gallery/7/1318/329394/65878778.th2.jpg,RenaultLaguna,2011,2.0,D,255000,4700
/msg/lv/transport/cars/bmw/730/blxljn.html,https://i.ss.lv/gallery/7/1318/329394/65878770.th2.jpg,Bmw730,2007,3.0,D,,7995
/msg/lv/transport/cars/volvo/xc60/ccnphl.html,https://i.ss.lv/gallery/7/1318/329388/65877502.th2.jpg,VolvoXC 60,2014,2.4,D,202000,14985
/msg/lv/transport/cars/volkswagen/touran/bhjnd.html,https://i.ss.lv/gallery/7/1299/324712/64942206.th2.jpg,VolkswagenTouran,2013,1.6,D,178000,6800
/msg/lv/transport/cars/hyundai/santa-fe/akfnm.html,https://i.ss.lv/gallery/7/1314/328446/65689007.th2.jpg,HyundaiSanta FE,2011,2.2,D,248000,7250
/msg/lv/transport/cars/ford/s-max/cdhibl.html,https://i.ss.lv/gallery/7/1313/328171/65634119.th2.jpg,FordS-Max,2008,1.8,D,440000,1500
/msg/lv/transport/cars/volvo/v60/cxmbep.html,https://i.ss.lv/gallery/7/1297/324076/64815124.th2.jpg,VolvoV60,2019,2.0,D,,14900
/msg/lv/transport/cars/volkswagen/tiguan/cdoixb.html,https://i.ss.lv/gallery/7/1318/329381/65876037.th2.jpg,VolkswagenTiguan,2020,2.0,D,68000,30900
/msg/lv/transport/cars/volvo/s60/cfejgc.html,https://i.ss.lv/gallery/7/1271/317529/63505663.th2.jpg,VolvoS60,2011,1.6,D,,4300
/msg/lv/transport/cars/mercedes/e200/nojee.html,https://i.ss.lv/gallery/7/1318/329393/65878525.th2.jpg,MercedesE200,2019,1.6,D,232000,19500
/msg/lv/transport/cars/electric-cars/cbmokl.html,https://i.ss.lv/gallery/7/1318/329393/65878557.th2.jpg,Tesla,2019,,E,,24500
/msg/lv/transport/cars/volkswagen/golf-7/ccemne.html,https://i.ss.lv/gallery/7/1313/328103/65620425.th2.jpg,VolkswagenGolf 7,2013,1.6,D,,8400
/msg/lv/transport/cars/audi/q7/cdofxg.html,https://i.ss.lv/gallery/7/1318/329380/65875916.th2.jpg,AudiQ7,2020,3.0,D,103000,44900
/msg/lv/transport/cars/volvo/xc90/cfkeix.html,https://i.ss.lv/gallery/7/1298/324384/64876680.th2.jpg,VolvoXC 90,2005,2.4,D,,3600
/msg/lv/transport/cars/audi/a6/ekkfn.html,https://i.ss.lv/gallery/7/1296/323909/64781637.th2.jpg,AudiA6,2013,3.0,D,127000,11900
/msg/lv/transport/cars/opel/astra/cedkn.html,https://i.ss.lv/gallery/7/1307/326515/65302856.th2.jpg,OpelAstra,2016,1.6,D,,7300
/msg/lv/transport/cars/mercedes/vito/bbiim.html,https://i.ss.lv/gallery/7/1210/302277/60455363.th2.jpg,MercedesVito,2007,2.2,D,,3600
/msg/lv/transport/cars/mercedes/vito/aefxf.html,https://i.ss.lv/gallery/7/1280/319922/63984340.th2.jpg,MercedesVito,2016,1.6,D,,8000
/msg/lv/transport/cars/bmw/320/admmo.html,https://i.ss.lv/gallery/7/1297/324202/64840271.th2.jpg,Bmw320,2014,2.0,D,,7900
/msg/lv/transport/cars/opel/astra/hhxxj.html,https://i.ss.lv/gallery/7/1318/329393/65878484.th2.jpg,OpelAstra,2017,1.6,D,142000,7000
/msg/lv/transport/cars/opel/combo/befnfo.html,https://i.ss.lv/gallery/7/1300/324958/64991599.th2.jpg,OpelCombo,2013,1.5,D,90000,6450
/msg/lv/transport/cars/citroen/c4/pfmmm.html,https://i.ss.lv/gallery/7/1307/326615/65322919.th2.jpg,CitroenC4,2011,1.6,D,275000,3600
/msg/lv/transport/cars/electric-cars/cbjecm.html,https://i.ss.lv/gallery/7/1318/329392/65878320.th2.jpg,Nissan,2019,,E,92000,15990
/msg/lv/transport/cars/ford/focus/eckog.html,https://i.ss.lv/gallery/7/1296/323867/64773321.th2.jpg,FordFocus,2013,1.6,D,,5200
/msg/lv/transport/cars/volvo/s60/bibipj.html,https://i.ss.lv/gallery/7/1312/327917/65583311.th2.jpg,VolvoS60,2013,1.6,D,135000,7450
/msg/lv/transport/cars/opel/antara/emopf.html,https://i.ss.lv/gallery/7/1305/326112/65222387.th2.jpg,OpelAntara,2007,2.4,,,4800
/msg/lv/transport/cars/dacia/sandero/cchmif.html,https://i.ss.lv/gallery/7/1304/325867/65173273.th2.jpg,DaciaSandero,2011,1.6,,,5200
/msg/lv/transport/cars/opel/meriva/bibgol.html,https://i.ss.lv/gallery/7/1290/322497/64499368.th2.jpg,OpelMeriva,2011,1.4,,,4650
/msg/lv/transport/cars/honda/civic/fcxkh.html,https://i.ss.lv/gallery/7/1305/326061/65212068.th2.jpg,HondaCivic,2010,2.2,D,,4200
/msg/lv/transport/cars/mercedes/gls-350/cxhmcg.html,https://i.ss.lv/gallery/7/1309/327248/65449498.th2.jpg,MercedesGLS 350,2018,3.0,D,,45999
/msg/lv/transport/cars/toyota/avensis/bhxcjm.html,https://i.ss.lv/gallery/7/1286/321268/64253467.th2.jpg,ToyotaAvensis,2012,2.0,D,,4700
/msg/lv/transport/cars/bmw/x5/bjfkxh.html,https://i.ss.lv/gallery/7/1279/319685/63936870.th2.jpg,BmwX5,2019,3.0,D,,42500
/msg/lv/transport/cars/volvo/s60/agfbp.html,https://i.ss.lv/gallery/7/1279/319746/63949004.th2.jpg,VolvoS60,2011,2.0,D,,6400
/msg/lv/transport/cars/mercedes/gle-300/cdnkfx.html,https://i.ss.lv/gallery/7/1318/329392/65878267.th2.jpg,MercedesGLE 300,2024,2.0,D,27000,79000
/msg/lv/transport/cars/volkswagen/caddy/emncg.html,https://i.ss.lv/gallery/7/1290/322392/64478333.th2.jpg,VolkswagenCaddy,2019,2.0,D,,11200
/msg/lv/transport/cars/ford/fiesta/bemhpk.html,https://i.ss.lv/gallery/7/1318/329392/65878250.th2.jpg,FordFiesta,2015,1.2,,200000,2300
/msg/lv/transport/cars/mercedes/s400/fegcj.html,https://i.ss.lv/gallery/7/1307/326537/65307221.th2.jpg,MercedesS400,2017,3.0,D,,47700
/msg/lv/transport/cars/audi/a4/bkekhn.html,https://i.ss.lv/gallery/7/1305/326150/65229981.th2.jpg,AudiA4,2008,2.0,D,,5900
/msg/lv/transport/cars/mini/cooper/bjkcll.html,https://i.ss.lv/gallery/7/1307/326669/65333601.th2.jpg,MiniCooper,2013,2.0,D,,7700
/msg/lv/transport/cars/electric-cars/cbnolb.html,https://i.ss.lv/gallery/7/1309/327184/65436664.th2.jpg,BMW,2023,,E,,79900
/msg/lv/transport/cars/bmw/x7/cxhioh.html,https://i.ss.lv/gallery/7/1309/327246/65449119.th2.jpg,BmwX7,2023,3.0,D,,94999
/msg/lv/transport/cars/bmw/750/cflxxn.html,https://i.ss.lv/gallery/7/1307/326639/65327643.th2.jpg,Bmw750,2016,3.0,D,,31700
/msg/lv/transport/cars/nissan/x-trail/biobdi.html,https://i.ss.lv/gallery/7/1318/329391/65878198.th2.jpg,NissanX-Trail,2016,1.6,,120000,12500
/msg/lv/transport/cars/audi/a6/flenj.html,https://i.ss.lv/gallery/7/1313/328144/65628734.th2.jpg,AudiA6,2012,2.8,,220000,10500
/msg/lv/transport/cars/opel/senator/clich.html,https://i.ss.lv/gallery/7/1318/329391/65878096.th2.jpg,OpelSenator,1984,3.0,,55000,2850
/msg/lv/transport/cars/vaz/2106/bdodj.html,https://i.ss.lv/gallery/7/1318/329389/65877698.th2.jpg,Vaz2106,1987,1.5,,99000,650
/msg/lv/transport/cars/citroen/berlingo/epjnp.html,https://i.ss.lv/gallery/7/1318/329391/65878131.th2.jpg,CitroenBerlingo,2018,1.6,D,137000,6950
/msg/lv/transport/cars/peugeot/3008/cbpxod.html,https://i.ss.lv/gallery/7/1318/329391/65878160.th2.jpg,Peugeot3008,2024,1.2,,6000,33490
/msg/lv/transport/cars/skoda/kodiaq/cfgopl.html,https://i.ss.lv/gallery/7/1280/319784/63956620.th2.jpg,SkodaKodiaq,2018,2.0,D,146000,20990
/msg/lv/transport/cars/volkswagen/golf-4/bxffpi.html,https://i.ss.lv/gallery/7/1318/329391/65878149.th2.jpg,VolkswagenGolf 4,2006,1.9,D,267000,1400
/msg/lv/transport/cars/volvo/xc90/ccenbg.html,https://i.ss.lv/gallery/7/1318/329391/65878106.th2.jpg,VolvoXC 90,2004,2.4,D,285000,5250
/msg/lv/transport/cars/mercedes/cla180/cffnbx.html,https://i.ss.lv/gallery/7/1275/318699/63739645.th2.jpg,MercedesCLA180,2018,1.5,D,133000,13900
/msg/lv/transport/cars/mercedes/e270/cexox.html,https://i.ss.lv/gallery/7/1275/318535/63706822.th2.jpg,MercedesE270,2004,2.7,D,247000,3700
/msg/lv/transport/cars/mitsubishi/colt/befxo.html,https://i.ss.lv/gallery/7/1304/325794/65158659.th2.jpg,MitsubishiColt,2005,1.3,,,2390
/msg/lv/transport/cars/volvo/xc60/cdcefn.html,https://i.ss.lv/gallery/7/1313/328153/65630439.th2.jpg,VolvoXC 60,2009,2.4,D,,7950
/msg/lv/transport/cars/volkswagen/tiguan/ccjlbh.html,https://i.ss.lv/gallery/7/1304/325792/65158246.th2.jpg,VolkswagenTiguan,2008,2.0,D,,6950
/msg/lv/transport/cars/toyota/auris/bibhei.html,https://i.ss.lv/gallery/7/1287/321605/64320859.th2.jpg,ToyotaAuris,2016,1.8,H,235000,9990
/msg/lv/transport/cars/opel/antara/bjpklx.html,https://i.ss.lv/gallery/7/1285/321189/64237673.th2.jpg,OpelAntara,2007,2.0,D,,3990
/msg/lv/transport/cars/renault/espace/cfegmj.html,https://i.ss.lv/gallery/7/1271/317515/63502822.th2.jpg,RenaultEspace,2016,1.6,D,147000,13990
/msg/lv/transport/cars/ford/s-max/kiedp.html,https://i.ss.lv/gallery/7/1279/319556/63911100.th2.jpg,FordS-Max,2016,2.0,D,187000,9990
/msg/lv/transport/cars/opel/vectra/beggc.html,https://i.ss.lv/gallery/7/1318/329390/65877820.th2.jpg,OpelVectra,2008,1.9,D,353000,1390
/msg/lv/transport/cars/ford/focus/glejm.html,https://i.ss.lv/gallery/7/1309/327044/65408756.th2.jpg,FordFocus,2012,1.0,,182000,5150
/msg/lv/transport/cars/saab/9-3/bxecox.html,https://i.ss.lv/gallery/7/1295/323678/64735469.th2.jpg,Saab9-3,2008,2.8,,,8500
/msg/lv/transport/cars/volkswagen/golf-4/begcjl.html,https://i.ss.lv/gallery/7/1309/327144/65428789.th2.jpg,VolkswagenGolf 4,2003,1.9,D,265000,2000
/msg/lv/transport/cars/nissan/juke/bpcein.html,https://i.ss.lv/gallery/7/1302/325402/65080235.th2.jpg,NissanJuke,2025,1.0,,10000,23587
/msg/lv/transport/cars/citroen/c5-aircross/cfmngf.html,https://i.ss.lv/gallery/7/1318/329391/65878070.th2.jpg,CitroenC5 Aircross,2019,1.2,,152000,10000
/msg/lv/transport/cars/toyota/rav-4/cdjpmh.html,https://i.ss.lv/gallery/7/1241/310156/62031144.th2.jpg,ToyotaRAV 4,2017,2.0,,272000,17500
/msg/lv/transport/cars/opel/vectra/cxfkl.html,https://i.ss.lv/gallery/7/1305/326130/65225876.th2.jpg,OpelVectra,2006,1.9,D,414000,1650
/msg/lv/transport/cars/mercedes/r320/cbielh.html,https://i.ss.lv/gallery/7/1309/327214/65442699.th2.jpg,MercedesR320,2006,3.0,D,361000,5500
/msg/lv/transport/cars/nissan/navara/bijogf.html,https://i.ss.lv/gallery/7/1318/329390/65877963.th2.jpg,NissanNavara,2004,2.5,D,,3990
/msg/lv/transport/cars/nissan/juke/cxxxpm.html,https://i.ss.lv/gallery/7/1284/320924/64184672.th2.jpg,NissanJuke,2013,1.5,D,250000,5500
/msg/lv/transport/cars/renault/modus/khndc.html,https://i.ss.lv/gallery/7/1306/326449/65289623.th2.jpg,RenaultModus,2005,1.6,,110000,2500
/msg/lv/transport/cars/kia/sportage/cdjgeh.html,https://i.ss.lv/gallery/7/1318/329390/65877904.th2.jpg,KiaSportage,2018,1.7,D,114000,14600
/msg/lv/transport/cars/volkswagen/polo/bkmkjx.html,https://i.ss.lv/gallery/7/1318/329390/65877978.th2.jpg,VolkswagenPolo,2018,1.6,D,368000,6950
/msg/lv/transport/cars/opel/astra/deeld.html,https://i.ss.lv/gallery/7/1254/313282/62656380.th2.jpg,OpelAstra,2011,1.7,D,214000,4690
/msg/lv/transport/cars/audi/q2/cxfbei.html,https://i.ss.lv/gallery/7/1318/329373/65874508.th2.jpg,Audi,2023,2.0,D,62000,28800
/msg/lv/transport/cars/renault/master/beffih.html,https://i.ss.lv/gallery/7/1288/321994/64398699.th2.jpg,RenaultMaster,2013,2.3,D,462000,5930
/msg/lv/transport/cars/volkswagen/polo/bjellp.html,https://i.ss.lv/gallery/7/1314/328276/65655120.th2.jpg,VolkswagenPolo,2007,1.9,D,,2300
/msg/lv/transport/cars/hyundai/tucson/cdbhbn.html,https://i.ss.lv/gallery/7/1233/308113/61622452.th2.jpg,HyundaiTucson,2008,2.0,,303000,1850
/msg/lv/transport/cars/porsche/cayenne/cdjpel.html,https://i.ss.lv/gallery/7/1318/329390/65877839.th2.jpg,PorscheCayenne,2009,3.0,D,539000,6650
/msg/lv/transport/cars/volvo/s80/cxnkp.html,https://i.ss.lv/gallery/7/1248/311751/62350150.th2.jpg,VolvoS80,2003,2.4,D,510000,1200
/msg/lv/transport/cars/renault/twingo/dogdk.html,https://i.ss.lv/gallery/7/1318/329390/65877845.th2.jpg,RenaultTwingo,1995,1.2,,275000,1400
/msg/lv/transport/cars/bmw/630/cbfgbe.html,https://i.ss.lv/gallery/7/1313/328032/65606394.th2.jpg,Bmw630,2018,3.0,D,185000,26900
/msg/lv/transport/cars/bmw/528/bophx.html,https://i.ss.lv/gallery/7/1318/329389/65877781.th2.jpg,Bmw528,2010,3.0,,,8950
/msg/lv/transport/cars/volkswagen/crafter/cdceln.html,https://i.ss.lv/gallery/7/1318/329390/65877863.th2.jpg,VolkswagenCrafter,2015,2.0,D,,4200
/msg/lv/transport/cars/fiat/freemont/blhipb.html,https://i.ss.lv/gallery/7/1318/329390/65877835.th2.jpg,FiatFreemont,2013,2.0,D,209000,8475
/msg/lv/transport/cars/volkswagen/tiguan/cxhlkp.html,https://i.ss.lv/gallery/7/1293/323054/64610607.th2.jpg,VolkswagenTiguan,2011,2.0,D,215000,6750
/msg/lv/transport/cars/toyota/yaris/bbnfme.html,https://i.ss.lv/gallery/7/1295/323550/64709963.th2.jpg,ToyotaYaris,2009,1.4,D,,3400
/msg/lv/transport/cars/tesla/model-3/cfmngd.html,https://i.ss.lv/gallery/7/1318/329390/65877831.th2.jpg,TeslaModel 3,2021,,E,28000,34990
/msg/lv/transport/cars/bmw/320/dkbdx.html,https://i.ss.lv/gallery/7/1313/328033/65606418.th2.jpg,Bmw320,2020,2.0,D,167000,21900
/msg/lv/transport/cars/volvo/v90/cbxddp.html,https://i.ss.lv/gallery/7/1316/328918/65783427.th2.jpg,VolvoV90,2017,2.0,D,,21500
/msg/lv/transport/cars/volvo/v70/cdkhfd.html,https://i.ss.lv/gallery/7/1316/328973/65794590.th2.jpg,VolvoV70,2008,2.5,D,394000,3500
/msg/lv/transport/cars/skoda/octavia/bckemg.html,https://i.ss.lv/gallery/7/1300/324945/64988846.th2.jpg,SkodaOctavia,2009,2.0,D,338000,3290
/msg/lv/transport/cars/bmw/318/bcoef.html,https://i.ss.lv/gallery/7/1278/319264/63852729.th2.jpg,Bmw318,2002,2.0,,242000,2290
/msg/lv/transport/cars/mercedes/c220/blfhi.html,https://i.ss.lv/gallery/7/1318/329262/65852396.th2.jpg,MercedesC220,2003,2.2,D,301000,2490
/msg/lv/transport/cars/audi/a4/bixjgo.html,https://i.ss.lv/gallery/7/1318/329388/65877587.th2.jpg,AudiA4,2010,3.0,D,347000,5590
/msg/lv/transport/cars/volvo/v60/ccencd.html,https://i.ss.lv/gallery/7/1318/329288/65857497.th2.jpg,VolvoV60,2019,2.0,D,81000,129952
/msg/lv/transport/cars/audi/a3/cdgijf.html,https://i.ss.lv/gallery/7/1314/328349/65669611.th2.jpg,AudiA3,2004,2.0,D,266000,1180
/msg/lv/transport/cars/mazda/mazda3/bxedkp.html,https://i.ss.lv/gallery/7/1318/329389/65877719.th2.jpg,MazdaMazda3,2008,1.6,,293000,590
/msg/lv/transport/cars/mini/cooper/bdbjjg.html,https://i.ss.lv/gallery/7/1318/329386/65877087.th2.jpg,MiniCooper,2013,2.0,D,285000,8500
/msg/lv/transport/cars/bmw/x6/cfxlop.html,https://i.ss.lv/gallery/7/1262/315353/63070550.th2.jpg,BmwX6,2020,3.0,D,166000,54450
/msg/lv/transport/cars/porsche/cayenne/cdkdnc.html,https://i.ss.lv/gallery/7/1318/329388/65877574.th2.jpg,PorscheCayenne,2009,3.0,D,290000,5100
/msg/lv/transport/cars/mercedes/e320/gjfxe.html,https://i.ss.lv/gallery/7/1316/328985/65796886.th2.jpg,MercedesE320,2005,3.2,D,390000,1000
/msg/lv/transport/cars/opel/astra/dxpbk.html,https://i.ss.lv/gallery/7/1318/329387/65877245.th2.jpg,OpelAstra,2011,1.7,D,218000,5150
/msg/lv/transport/cars/bmw/x3/cbbgdi.html,https://i.ss.lv/gallery/7/1318/329385/65876956.th2.jpg,BmwX3,2004,2.0,D,268000,4000
/msg/lv/transport/cars/opel/corsa/befhbj.html,https://i.ss.lv/gallery/7/1318/329324/65864698.th2.jpg,OpelCorsa,2023,,E,5000,18280
/msg/lv/transport/cars/opel/insignia/cdlxle.html,https://i.ss.lv/gallery/7/1318/329388/65877584.th2.jpg,OpelInsignia,2010,2.0,D,309000,2100
/msg/lv/transport/cars/volvo/v60/bnxkxd.html,https://i.ss.lv/gallery/6/1196/298810/59761807.th2.jpg,VolvoV60,2012,2.0,D,,5990
/msg/lv/transport/cars/bmw/x3/cdioen.html,https://i.ss.lv/gallery/7/1318/329388/65877533.th2.jpg,BmwX3,2013,2.0,D,,9890
/msg/lv/transport/cars/audi/quattro/epgxd.html,https://i.ss.lv/gallery/7/1313/328095/65618834.th2.jpg,AudiQuattro,1993,4.2,,193000,7500
/msg/lv/transport/cars/volvo/xc60/cdmpfd.html,https://i.ss.lv/gallery/7/1300/324939/64987772.th2.jpg,VolvoXC 60,2008,2.4,D,286000,6890
/msg/lv/transport/cars/opel/zafira/blghej.html,https://i.ss.lv/gallery/7/1266/316482/63296396.th2.jpg,OpelZafira,2008,2.0,D,295000,3090
/msg/lv/transport/cars/bmw/x1/cdkkmg.html,https://i.ss.lv/gallery/7/1296/323752/64750251.th2.jpg,BmwX1,2009,2.0,D,311000,5490
